predicted_class,probability,class_name,created_at,input_data
2,0.945526752239784,,2026-07-01 18:34:19.689292+00:00,"{'features': [4.4, 2.4, 4.4, 2.4]}"
1,0.5815206503116455,,2026-07-01 18:34:19.604472+00:00,"{'features': [5.6, 3.0, 3.3, 0.2]}"
0,0.9442067053137178,,2026-07-01 18:34:19.522162+00:00,"{'features': [5.0, 3.8, 2.8, 1.1]}"
1,0.9956405472519025,,2026-07-01 18:34:19.439780+00:00,"{'features': [7.2, 2.5, 3.9, 0.4]}"
0,0.9903194009012133,,2026-07-01 18:34:19.349713+00:00,"{'features': [5.1, 4.0, 1.4, 1.0]}"
0,0.8975616167455516,,2026-07-01 18:34:19.222691+00:00,"{'features': [4.4, 3.7, 4.9, 0.8]}"
1,0.8124511623483849,,2026-07-01 18:34:19.139614+00:00,"{'features': [5.7, 3.7, 6.7, 0.4]}"
0,0.9978384200792801,,2026-07-01 18:34:19.054199+00:00,"{'features': [4.7, 4.0, 1.5, 0.3]}"
2,0.9926692532298296,,2026-07-01 18:34:18.972143+00:00,"{'features': [6.3, 2.0, 6.1, 2.3]}"
1,0.9944248457894546,,2026-07-01 18:34:18.885963+00:00,"{'features': [6.7, 2.0, 2.6, 0.8]}"
1,0.5280850228477256,,2026-07-01 18:34:18.801707+00:00,"{'features': [6.4, 2.7, 5.6, 1.4]}"
1,0.7053327859227428,,2026-07-01 18:34:18.717157+00:00,"{'features': [4.9, 2.9, 4.2, 1.5]}"
1,0.6505882842832873,,2026-07-01 18:34:18.635183+00:00,"{'features': [5.2, 2.9, 2.8, 1.3]}"
1,0.9849921945572644,,2026-07-01 18:34:18.556631+00:00,"{'features': [6.4, 2.1, 3.2, 1.0]}"
0,0.9441532835102381,,2026-07-01 18:34:18.478152+00:00,"{'features': [4.3, 3.8, 3.5, 1.7]}"
1,0.9851013792375805,,2026-07-01 18:34:18.401935+00:00,"{'features': [7.6, 3.3, 4.0, 0.8]}"
1,0.45072302932460423,,2026-07-01 18:34:18.323189+00:00,"{'features': [4.4, 3.2, 5.3, 1.5]}"
1,0.7774832371937421,,2026-07-01 18:34:18.245858+00:00,"{'features': [7.2, 4.1, 3.9, 0.8]}"
2,0.9698840696698857,,2026-07-01 18:34:18.167307+00:00,"{'features': [5.7, 2.7, 5.7, 2.2]}"
1,0.9223064576491501,,2026-07-01 18:34:18.089374+00:00,"{'features': [7.6, 3.8, 3.2, 0.9]}"
1,0.8330243115438075,,2026-07-01 18:34:18.011970+00:00,"{'features': [7.4, 4.1, 3.0, 1.7]}"
2,0.5140492298629903,,2026-07-01 18:34:17.933252+00:00,"{'features': [4.3, 2.5, 4.7, 1.7]}"
0,0.7122507245437935,,2026-07-01 18:34:17.856150+00:00,"{'features': [4.7, 4.0, 5.8, 1.3]}"
1,0.712106224499284,,2026-07-01 18:34:17.763018+00:00,"{'features': [5.6, 3.5, 4.9, 0.9]}"
1,0.8412818467447478,,2026-07-01 18:34:17.673800+00:00,"{'features': [6.3, 2.0, 1.9, 2.0]}"
0,0.6422297169026728,,2026-07-01 18:34:17.578757+00:00,"{'features': [4.9, 3.3, 2.3, 2.1]}"
2,0.6611213901066685,,2026-07-01 18:34:17.498341+00:00,"{'features': [5.1, 3.4, 5.7, 1.7]}"
1,0.6978101239092414,,2026-07-01 18:34:17.422369+00:00,"{'features': [5.3, 3.2, 4.0, 1.3]}"
1,0.8758576972399155,,2026-07-01 18:34:17.340753+00:00,"{'features': [7.1, 3.4, 1.8, 1.3]}"
0,0.9757310591707788,,2026-07-01 18:34:17.240363+00:00,"{'features': [5.9, 4.3, 2.1, 0.7]}"
0,0.9844422836780993,,2026-07-01 18:34:17.137846+00:00,"{'features': [4.4, 4.1, 4.5, 0.5]}"
1,0.9620226059095783,,2026-07-01 18:34:17.053163+00:00,"{'features': [7.4, 3.9, 5.9, 0.1]}"
1,0.708427052131327,,2026-07-01 18:34:16.969224+00:00,"{'features': [5.7, 2.7, 2.0, 0.7]}"
0,0.8090870177380521,,2026-07-01 18:34:16.885518+00:00,"{'features': [5.1, 3.3, 3.5, 0.2]}"
1,0.9263476482347235,,2026-07-01 18:34:16.803456+00:00,"{'features': [7.8, 2.4, 6.6, 0.5]}"
2,0.932459112063616,,2026-07-01 18:34:16.716866+00:00,"{'features': [5.7, 3.2, 6.0, 2.0]}"
1,0.5382008178322607,,2026-07-01 18:34:16.585119+00:00,"{'features': [6.6, 3.8, 2.9, 2.3]}"
2,0.6414628895854119,,2026-07-01 18:34:16.501226+00:00,"{'features': [5.7, 2.0, 4.4, 1.8]}"
2,0.9070370867195069,,2026-07-01 18:34:16.419057+00:00,"{'features': [4.5, 3.3, 5.3, 2.2]}"
1,0.7808758308957865,,2026-07-01 18:34:16.334241+00:00,"{'features': [7.8, 4.0, 5.7, 1.3]}"
0,0.761457983770185,,2026-07-01 18:34:16.253532+00:00,"{'features': [5.5, 3.1, 1.7, 0.6]}"
0,0.9965652898729669,,2026-07-01 18:34:16.166096+00:00,"{'features': [5.2, 4.2, 1.1, 0.7]}"
1,0.7775268292368451,,2026-07-01 18:34:16.083346+00:00,"{'features': [6.5, 3.8, 3.8, 1.5]}"
1,0.9469352440838539,,2026-07-01 18:34:16.000393+00:00,"{'features': [5.4, 2.0, 6.1, 0.5]}"
1,0.9185268105881799,,2026-07-01 18:34:15.912606+00:00,"{'features': [6.1, 2.4, 6.7, 0.5]}"
2,0.7806941243434843,,2026-07-01 18:34:15.827114+00:00,"{'features': [6.3, 3.0, 4.8, 2.0]}"
1,0.7504296388425972,,2026-07-01 18:34:15.743376+00:00,"{'features': [7.4, 3.8, 1.7, 1.2]}"
1,0.6938468200936247,,2026-07-01 18:34:15.657432+00:00,"{'features': [7.1, 3.7, 1.7, 1.2]}"
0,0.6655106201620777,,2026-07-01 18:34:15.575214+00:00,"{'features': [4.8, 3.5, 5.6, 0.3]}"
1,0.5869597779459566,,2026-07-01 18:34:15.488741+00:00,"{'features': [5.4, 3.1, 4.5, 1.7]}"
1,0.6970857355729777,,2026-07-01 18:34:15.406976+00:00,"{'features': [7.0, 3.8, 3.8, 1.9]}"
1,0.5043660766408627,,2026-07-01 18:34:15.322510+00:00,"{'features': [5.6, 2.1, 1.9, 2.4]}"
0,0.9717120959392769,,2026-07-01 18:34:15.237474+00:00,"{'features': [4.3, 4.1, 3.6, 1.8]}"
1,0.9873090081790479,,2026-07-01 18:34:15.139360+00:00,"{'features': [7.2, 3.0, 4.1, 0.4]}"
0,0.8474031707933248,,2026-07-01 18:34:15.038434+00:00,"{'features': [4.3, 3.5, 5.7, 0.2]}"
1,0.7333597648686033,,2026-07-01 18:34:14.954714+00:00,"{'features': [7.2, 3.5, 3.2, 2.0]}"
1,0.8977443302738785,,2026-07-01 18:34:14.873449+00:00,"{'features': [6.4, 3.1, 2.5, 1.5]}"
2,0.6013187706225158,,2026-07-01 18:34:14.788860+00:00,"{'features': [6.3, 3.5, 5.1, 1.8]}"
1,0.7933078216673183,,2026-07-01 18:34:14.707837+00:00,"{'features': [7.7, 2.8, 1.2, 2.4]}"
1,0.7630131191198825,,2026-07-01 18:34:14.621241+00:00,"{'features': [7.3, 2.0, 5.4, 1.1]}"
0,0.5795616828800474,,2026-07-01 18:34:14.537491+00:00,"{'features': [5.1, 2.9, 2.7, 0.7]}"
1,0.9406426095492904,,2026-07-01 18:34:14.453138+00:00,"{'features': [7.6, 2.0, 6.2, 0.5]}"
0,0.9961972488083031,,2026-07-01 18:34:14.368714+00:00,"{'features': [5.0, 4.2, 2.3, 0.2]}"
2,0.8644227924360398,,2026-07-01 18:34:14.284944+00:00,"{'features': [6.6, 2.8, 4.8, 2.1]}"
0,0.8758194198841289,,2026-07-01 18:34:14.201227+00:00,"{'features': [5.7, 3.2, 1.1, 0.3]}"
2,0.9436339825931429,,2026-07-01 18:34:14.115882+00:00,"{'features': [5.1, 2.9, 6.0, 2.0]}"
0,0.8617613055173411,,2026-07-01 18:34:14.031279+00:00,"{'features': [4.9, 4.3, 5.5, 1.3]}"
2,0.9790871134303771,,2026-07-01 18:34:13.947538+00:00,"{'features': [6.4, 2.3, 6.8, 1.9]}"
0,0.6001527638932194,,2026-07-01 18:34:13.863615+00:00,"{'features': [6.0, 3.5, 3.1, 0.4]}"
0,0.9613986406386639,,2026-07-01 18:34:13.778790+00:00,"{'features': [4.6, 3.3, 2.0, 0.7]}"
0,0.7919716530733545,,2026-07-01 18:34:13.678124+00:00,"{'features': [4.9, 2.7, 1.3, 0.7]}"
1,0.7733389139009356,,2026-07-01 18:34:13.594976+00:00,"{'features': [7.8, 4.2, 2.0, 1.5]}"
2,0.9325287995634248,,2026-07-01 18:34:13.507431+00:00,"{'features': [5.0, 3.1, 5.3, 2.2]}"
1,0.6803971476255478,,2026-07-01 18:34:13.407570+00:00,"{'features': [5.7, 3.4, 6.8, 1.0]}"
2,0.5408125374111612,,2026-07-01 18:34:13.323759+00:00,"{'features': [4.3, 3.1, 5.0, 1.8]}"
0,0.5546801035667297,,2026-07-01 18:34:13.239145+00:00,"{'features': [5.3, 3.8, 4.4, 1.5]}"
2,0.9683879039130504,,2026-07-01 18:34:13.153959+00:00,"{'features': [7.1, 4.0, 6.7, 2.1]}"
0,0.5334848545761192,,2026-07-01 18:34:13.069859+00:00,"{'features': [6.0, 2.9, 1.4, 0.3]}"
1,0.8974661774132998,,2026-07-01 18:34:12.969168+00:00,"{'features': [7.5, 3.1, 1.2, 0.4]}"
1,0.7228387904773986,,2026-07-01 18:34:12.885330+00:00,"{'features': [5.7, 3.9, 6.6, 0.6]}"
0,0.5635788738085218,,2026-07-01 18:34:12.801815+00:00,"{'features': [4.7, 2.8, 2.8, 1.1]}"
1,0.8512705490989545,,2026-07-01 18:34:12.716836+00:00,"{'features': [7.8, 4.1, 6.4, 1.0]}"
1,0.8867499713512348,,2026-07-01 18:34:12.629791+00:00,"{'features': [6.5, 3.1, 2.7, 0.9]}"
1,0.8994621792616316,,2026-07-01 18:34:12.549524+00:00,"{'features': [7.1, 2.0, 3.9, 1.3]}"
0,0.5077937562131357,,2026-07-01 18:34:12.465476+00:00,"{'features': [5.5, 3.0, 2.1, 1.0]}"
1,0.9925296194626587,,2026-07-01 18:34:12.380538+00:00,"{'features': [6.5, 2.0, 2.4, 0.8]}"
0,0.7111627751427019,,2026-07-01 18:34:12.314005+00:00,"{'features': [5.0, 3.4, 3.4, 1.2]}"
1,0.8098506847874947,,2026-07-01 18:34:12.244867+00:00,"{'features': [6.7, 3.7, 4.2, 0.5]}"
1,0.7204733661592033,,2026-07-01 18:34:12.164773+00:00,"{'features': [4.6, 2.0, 1.1, 2.3]}"
1,0.628099640159089,,2026-07-01 18:34:12.079690+00:00,"{'features': [6.9, 4.1, 3.5, 1.0]}"
1,0.9565236415712283,,2026-07-01 18:34:11.995328+00:00,"{'features': [5.7, 2.3, 3.1, 1.2]}"
1,0.736593907519078,,2026-07-01 18:34:11.912525+00:00,"{'features': [5.9, 2.5, 5.8, 1.1]}"
1,0.8648956310110504,,2026-07-01 18:34:11.827727+00:00,"{'features': [7.4, 3.0, 1.1, 0.1]}"
1,0.6884380895324219,,2026-07-01 18:34:11.744258+00:00,"{'features': [6.7, 3.3, 1.4, 1.0]}"
1,0.83897270066534,,2026-07-01 18:34:11.662479+00:00,"{'features': [5.0, 2.8, 5.2, 0.4]}"
1,0.7324103654563433,,2026-07-01 18:34:11.578248+00:00,"{'features': [5.0, 2.5, 2.5, 1.1]}"
1,0.867100836692642,,2026-07-01 18:34:11.496204+00:00,"{'features': [5.2, 2.8, 4.5, 1.0]}"
1,0.905179296198969,,2026-07-01 18:34:11.410505+00:00,"{'features': [7.3, 3.4, 1.1, 1.9]}"
0,0.9766187030084089,,2026-07-01 18:34:11.324849+00:00,"{'features': [4.7, 3.9, 2.3, 1.5]}"
1,0.9626423809276144,,2026-07-01 18:34:11.226983+00:00,"{'features': [5.4, 2.4, 5.2, 0.6]}"
2,0.6634693216506489,,2026-07-01 18:34:11.141146+00:00,"{'features': [6.2, 2.2, 3.2, 2.2]}"
0,0.9987526623224935,,2026-07-01 18:34:11.042925+00:00,"{'features': [4.9, 4.3, 1.5, 0.3]}"
1,0.9673267531415752,,2026-07-01 18:34:10.956548+00:00,"{'features': [6.1, 2.1, 6.8, 0.2]}"
1,0.8368637519032847,,2026-07-01 18:34:10.872952+00:00,"{'features': [5.4, 3.0, 4.7, 1.2]}"
0,0.9520961081211344,,2026-07-01 18:34:10.775881+00:00,"{'features': [4.9, 3.5, 2.8, 0.3]}"
2,0.9753129342669853,,2026-07-01 18:34:10.690483+00:00,"{'features': [4.3, 2.8, 5.3, 2.4]}"
2,0.9613593281124306,,2026-07-01 18:34:10.607164+00:00,"{'features': [6.8, 4.0, 6.2, 2.2]}"
2,0.6449924084579818,,2026-07-01 18:34:10.521706+00:00,"{'features': [4.9, 3.7, 6.3, 1.6]}"
0,0.7507017234445322,,2026-07-01 18:34:10.453582+00:00,"{'features': [5.5, 3.2, 1.1, 1.4]}"
1,0.4837151489851645,,2026-07-01 18:34:10.371027+00:00,"{'features': [6.1, 4.1, 3.9, 1.7]}"
1,0.5716287365692998,,2026-07-01 18:34:10.288854+00:00,"{'features': [5.4, 3.6, 5.7, 1.4]}"
1,0.6700076305166631,,2026-07-01 18:34:10.211250+00:00,"{'features': [6.7, 3.9, 3.2, 1.2]}"
1,0.9491086727650229,,2026-07-01 18:34:10.130779+00:00,"{'features': [7.5, 3.3, 1.9, 1.1]}"
1,0.979673261362582,,2026-07-01 18:34:10.053832+00:00,"{'features': [6.9, 2.9, 5.3, 0.6]}"
0,0.7944404151899543,,2026-07-01 18:34:09.980513+00:00,"{'features': [5.6, 3.9, 3.2, 1.3]}"
1,0.9973233987959129,,2026-07-01 18:34:09.899476+00:00,"{'features': [7.2, 2.2, 5.0, 0.1]}"
2,0.9860454205818707,,2026-07-01 18:34:09.820810+00:00,"{'features': [7.5, 3.6, 6.1, 2.4]}"
1,0.6075579487995475,,2026-07-01 18:34:09.743008+00:00,"{'features': [5.0, 3.5, 6.2, 0.5]}"
1,0.9692250212830945,,2026-07-01 18:34:09.664283+00:00,"{'features': [5.7, 2.0, 2.0, 1.2]}"
2,0.9276318925191811,,2026-07-01 18:34:09.583446+00:00,"{'features': [4.3, 2.1, 5.7, 1.9]}"
0,0.9985099754935957,,2026-07-01 18:34:09.507473+00:00,"{'features': [4.4, 3.9, 1.4, 0.3]}"
1,0.8174648998360726,,2026-07-01 18:34:09.430574+00:00,"{'features': [6.0, 2.6, 3.0, 1.8]}"
1,0.8132896179731833,,2026-07-01 18:34:09.352192+00:00,"{'features': [5.1, 3.1, 6.5, 0.8]}"
1,0.9815547253887293,,2026-07-01 18:34:09.276058+00:00,"{'features': [7.2, 2.6, 1.2, 1.2]}"
1,0.4685189059500433,,2026-07-01 18:34:09.201856+00:00,"{'features': [5.9, 4.3, 6.3, 1.4]}"
2,0.5668507830254294,,2026-07-01 18:34:09.119012+00:00,"{'features': [5.5, 3.2, 5.2, 1.7]}"
2,0.8928731146121858,,2026-07-01 18:34:09.040518+00:00,"{'features': [4.7, 2.9, 6.5, 1.7]}"
0,0.9153188448703741,,2026-07-01 18:34:08.960769+00:00,"{'features': [5.2, 3.5, 2.3, 0.7]}"
2,0.9809346633237621,,2026-07-01 18:34:08.898007+00:00,"{'features': [7.7, 3.9, 6.7, 2.2]}"
1,0.8488600655844062,,2026-07-01 18:34:08.821631+00:00,"{'features': [5.5, 2.8, 4.9, 1.2]}"
0,0.5280915609502902,,2026-07-01 18:34:08.746610+00:00,"{'features': [6.4, 4.3, 5.5, 0.3]}"
0,0.5586562278672835,,2026-07-01 18:34:08.664949+00:00,"{'features': [5.6, 3.5, 1.6, 2.3]}"
1,0.894624069782332,,2026-07-01 18:34:08.581226+00:00,"{'features': [6.8, 3.2, 3.4, 1.6]}"
1,0.9313350741655916,,2026-07-01 18:34:08.496068+00:00,"{'features': [7.0, 3.2, 3.3, 0.3]}"
1,0.5081589917268298,,2026-07-01 18:34:08.410956+00:00,"{'features': [6.3, 4.2, 5.2, 1.7]}"
1,0.9434951792293592,,2026-07-01 18:34:08.327047+00:00,"{'features': [7.5, 3.8, 4.2, 0.6]}"
2,0.9942230896653496,,2026-07-01 18:34:08.242061+00:00,"{'features': [5.4, 2.8, 6.4, 2.4]}"
1,0.8328725080466796,,2026-07-01 18:34:08.157316+00:00,"{'features': [5.8, 2.8, 4.0, 1.5]}"
1,0.9937010485292491,,2026-07-01 18:34:08.071528+00:00,"{'features': [7.7, 3.0, 4.5, 0.5]}"
2,0.71363452588351,,2026-07-01 18:34:07.988212+00:00,"{'features': [7.2, 3.0, 4.5, 2.0]}"
2,0.9564179726097236,,2026-07-01 18:34:07.905736+00:00,"{'features': [7.0, 2.1, 4.7, 2.3]}"
2,0.7511520282473666,,2026-07-01 18:34:07.821518+00:00,"{'features': [7.0, 3.3, 6.2, 1.6]}"
1,0.9388428718336724,,2026-07-01 18:34:07.737190+00:00,"{'features': [6.9, 2.6, 1.4, 0.4]}"
1,0.9216403034709695,,2026-07-01 18:34:07.653833+00:00,"{'features': [7.1, 3.4, 4.3, 1.3]}"
1,0.9745651162829818,,2026-07-01 18:34:07.569654+00:00,"{'features': [6.1, 2.6, 4.6, 0.7]}"
1,0.5781866618148563,,2026-07-01 18:34:07.469800+00:00,"{'features': [5.3, 3.6, 5.5, 1.4]}"
2,0.5524565776231947,,2026-07-01 18:34:07.382610+00:00,"{'features': [7.7, 3.7, 5.7, 1.6]}"
2,0.8960377362209703,,2026-07-01 18:34:07.282604+00:00,"{'features': [6.3, 3.3, 6.7, 1.7]}"
1,0.40703103767839127,,2026-07-01 18:34:07.196787+00:00,"{'features': [4.3, 3.4, 6.1, 1.3]}"
0,0.7212822482738174,,2026-07-01 18:34:07.114309+00:00,"{'features': [5.0, 3.6, 2.5, 2.2]}"
1,0.8924947930183886,,2026-07-01 18:34:07.017949+00:00,"{'features': [5.9, 2.4, 6.6, 0.6]}"
2,0.8595767985681734,,2026-07-01 18:34:06.931492+00:00,"{'features': [5.5, 2.4, 5.6, 1.8]}"
1,0.9369244929117416,,2026-07-01 18:34:06.845599+00:00,"{'features': [7.3, 3.3, 6.6, 0.6]}"
0,0.982641397328809,,2026-07-01 18:34:06.778250+00:00,"{'features': [4.8, 3.9, 3.4, 0.2]}"
1,0.9904836198655703,,2026-07-01 18:34:06.692619+00:00,"{'features': [6.8, 2.2, 2.5, 0.3]}"
0,0.9929699953141163,,2026-07-01 18:34:06.608252+00:00,"{'features': [4.4, 3.9, 3.4, 0.1]}"
2,0.5803931493271153,,2026-07-01 18:34:06.521509+00:00,"{'features': [4.3, 3.0, 5.0, 1.8]}"
2,0.8800314197044322,,2026-07-01 18:34:06.405791+00:00,"{'features': [7.3, 2.9, 5.3, 2.0]}"
1,0.8055136126736526,,2026-07-01 18:34:06.337762+00:00,"{'features': [7.4, 3.7, 3.1, 0.1]}"
2,0.6502848940201426,,2026-07-01 18:34:06.254888+00:00,"{'features': [7.8, 3.6, 3.9, 2.2]}"
1,0.8148081853170687,,2026-07-01 18:34:06.186983+00:00,"{'features': [7.4, 3.7, 1.9, 1.1]}"
1,0.9862168163367454,,2026-07-01 18:34:06.105007+00:00,"{'features': [7.6, 2.5, 3.5, 1.0]}"
0,0.6384332083357788,,2026-07-01 18:34:06.019204+00:00,"{'features': [6.1, 3.7, 1.2, 2.1]}"
1,0.970243668754794,,2026-07-01 18:34:05.936544+00:00,"{'features': [5.5, 2.7, 6.7, 0.1]}"
1,0.7645025804998332,,2026-07-01 18:34:05.850920+00:00,"{'features': [7.5, 2.4, 6.3, 0.9]}"
1,0.8682473218411745,,2026-07-01 18:34:05.768589+00:00,"{'features': [7.5, 4.2, 5.5, 1.2]}"
1,0.6783708462693037,,2026-07-01 18:34:05.685024+00:00,"{'features': [4.7, 2.6, 3.2, 1.8]}"
0,0.6339353001463011,,2026-07-01 18:34:05.602766+00:00,"{'features': [5.0, 4.1, 5.5, 1.5]}"
1,0.8811715920401577,,2026-07-01 18:34:05.511864+00:00,"{'features': [6.5, 3.1, 4.2, 1.4]}"
2,0.8799864687233176,,2026-07-01 18:34:05.383652+00:00,"{'features': [7.3, 2.6, 4.1, 2.3]}"
1,0.9548894472930405,,2026-07-01 18:34:05.305922+00:00,"{'features': [7.4, 2.2, 4.7, 0.9]}"
2,0.6033248674939181,,2026-07-01 18:34:02.425892+00:00,"{'features': [5.9, 3.8, 4.7, 2.0]}"
1,0.9119339730750998,,2026-07-01 18:34:02.299300+00:00,"{'features': [7.1, 3.3, 3.0, 0.4]}"
1,0.5909858820295725,,2026-07-01 18:34:02.216530+00:00,"{'features': [4.8, 2.6, 4.6, 1.6]}"
0,0.6948513926742313,,2026-07-01 18:34:02.118386+00:00,"{'features': [4.8, 3.5, 3.2, 1.9]}"
1,0.6410003158876142,,2026-07-01 18:34:02.070992+00:00,"{'features': [7.2, 3.6, 2.2, 2.4]}"
1,0.9231197950746226,,2026-07-01 18:34:02.037707+00:00,"{'features': [7.2, 3.7, 4.5, 0.3]}"
1,0.5871185730330944,,2026-07-01 18:34:01.994151+00:00,"{'features': [5.8, 3.2, 1.1, 2.3]}"
1,0.8902073673954951,,2026-07-01 18:34:01.961100+00:00,"{'features': [6.5, 3.1, 2.0, 1.6]}"
2,0.630820559895721,,2026-07-01 18:34:01.915695+00:00,"{'features': [6.2, 3.3, 4.4, 2.0]}"
1,0.9571514058130377,,2026-07-01 18:34:01.880943+00:00,"{'features': [5.9, 2.2, 4.6, 0.9]}"
1,0.874352147233535,,2026-07-01 18:34:01.838729+00:00,"{'features': [6.4, 2.6, 1.0, 0.9]}"
1,0.6221765594733699,,2026-07-01 18:34:01.838422+00:00,"{'features': [5.7, 3.6, 4.9, 0.6]}"
0,0.9105800084125281,,2026-07-01 18:34:01.815085+00:00,"{'features': [6.2, 4.0, 1.9, 0.7]}"
1,0.5720755896850969,,2026-07-01 18:34:01.763857+00:00,"{'features': [5.4, 2.4, 1.7, 0.1]}"
0,0.884361045388098,,2026-07-01 18:34:01.758682+00:00,"{'features': [5.9, 3.6, 1.6, 0.6]}"
1,0.5765828887921921,,2026-07-01 18:34:01.689060+00:00,"{'features': [7.2, 4.1, 2.2, 1.3]}"
2,0.9371844545044719,,2026-07-01 18:34:01.676637+00:00,"{'features': [4.3, 3.9, 5.8, 2.4]}"
0,0.7414895914172407,,2026-07-01 18:34:01.611404+00:00,"{'features': [4.9, 2.8, 2.1, 0.6]}"
1,0.6310063787618881,,2026-07-01 18:34:01.555287+00:00,"{'features': [7.5, 4.3, 3.0, 0.9]}"
2,0.6501214062770466,,2026-07-01 18:34:01.533730+00:00,"{'features': [4.6, 2.7, 5.9, 1.5]}"
1,0.963639371579337,,2026-07-01 18:34:01.477066+00:00,"{'features': [5.5, 2.1, 2.9, 0.9]}"
1,0.6952430849966956,,2026-07-01 18:34:01.456877+00:00,"{'features': [7.1, 3.9, 2.8, 0.9]}"
2,0.9550525389663512,,2026-07-01 18:34:01.399860+00:00,"{'features': [6.6, 2.6, 5.3, 2.2]}"
0,0.919034123614949,,2026-07-01 18:34:01.380002+00:00,"{'features': [5.2, 3.5, 2.5, 0.5]}"
2,0.6365266488903953,,2026-07-01 18:34:01.322729+00:00,"{'features': [5.3, 3.8, 5.3, 1.9]}"
2,0.7508147147924951,,2026-07-01 18:34:01.288331+00:00,"{'features': [7.0, 4.0, 4.2, 2.3]}"
1,0.7324019780493023,,2026-07-01 18:34:01.259410+00:00,"{'features': [5.4, 2.6, 2.2, 0.9]}"
0,0.8977908798034805,,2026-07-01 18:34:01.209334+00:00,"{'features': [5.8, 4.0, 3.6, 0.2]}"
1,0.9317497496524191,,2026-07-01 18:34:01.183060+00:00,"{'features': [7.7, 4.1, 5.9, 0.9]}"
1,0.8956501001619431,,2026-07-01 18:34:01.133135+00:00,"{'features': [7.3, 3.8, 4.5, 0.1]}"
0,0.8705969118933474,,2026-07-01 18:34:01.106821+00:00,"{'features': [5.3, 3.8, 2.9, 1.3]}"
1,0.9747180424092782,,2026-07-01 18:34:01.041752+00:00,"{'features': [5.2, 2.2, 6.8, 0.1]}"
1,0.6923584835872952,,2026-07-01 18:34:01.028795+00:00,"{'features': [6.3, 4.2, 5.9, 1.2]}"
1,0.9225755793056892,,2026-07-01 18:34:00.950585+00:00,"{'features': [6.3, 3.5, 5.7, 0.5]}"
1,0.9237977338492972,,2026-07-01 18:34:00.949677+00:00,"{'features': [6.3, 3.5, 5.7, 0.6]}"
1,0.9374881054789203,,2026-07-01 18:34:00.873040+00:00,"{'features': [5.2, 2.6, 5.3, 0.5]}"
1,0.6719296189479157,,2026-07-01 18:34:00.853759+00:00,"{'features': [6.4, 3.4, 1.7, 2.4]}"
1,0.7558812275156114,,2026-07-01 18:34:00.797218+00:00,"{'features': [5.3, 2.3, 3.5, 1.7]}"
1,0.9741140826621435,,2026-07-01 18:34:00.775619+00:00,"{'features': [7.7, 3.8, 5.3, 0.1]}"
1,0.9713168159551919,,2026-07-01 18:34:00.719232+00:00,"{'features': [7.2, 2.1, 6.0, 0.4]}"
0,0.8562211513852047,,2026-07-01 18:34:00.698112+00:00,"{'features': [4.3, 3.7, 6.2, 0.3]}"
2,0.8993290503723391,,2026-07-01 18:34:00.640890+00:00,"{'features': [4.4, 2.2, 6.5, 1.6]}"
1,0.5081188730160996,,2026-07-01 18:34:00.619307+00:00,"{'features': [5.9, 4.3, 6.8, 0.3]}"
1,0.8860727359613456,,2026-07-01 18:34:00.561076+00:00,"{'features': [6.8, 4.0, 5.7, 0.6]}"
1,0.9930730473727426,,2026-07-01 18:34:00.543576+00:00,"{'features': [7.4, 2.9, 4.9, 0.4]}"
2,0.8603522220566019,,2026-07-01 18:34:00.466522+00:00,"{'features': [5.2, 2.5, 6.7, 1.5]}"
2,0.9468857640275474,,2026-07-01 18:34:00.437463+00:00,"{'features': [6.3, 2.6, 6.2, 1.9]}"
1,0.8669257140001749,,2026-07-01 18:34:00.362923+00:00,"{'features': [5.7, 2.9, 4.8, 1.2]}"
0,0.9647511619223763,,2026-07-01 18:34:00.282934+00:00,"{'features': [5.6, 3.8, 1.3, 0.8]}"
0,0.8664245092352215,,2026-07-01 18:34:00.184523+00:00,"{'features': [6.4, 3.7, 1.4, 0.3]}"
1,0.8553021027800584,,2026-07-01 18:34:00.097128+00:00,"{'features': [6.8, 3.8, 4.9, 1.3]}"
1,0.8910583282658447,,2026-07-01 18:34:00.011708+00:00,"{'features': [5.3, 2.5, 3.7, 0.6]}"
1,0.8640930257088888,,2026-07-01 18:33:59.930380+00:00,"{'features': [7.0, 3.0, 1.1, 0.8]}"
1,0.9435890477844288,,2026-07-01 18:33:59.830908+00:00,"{'features': [6.8, 3.7, 6.3, 0.6]}"
2,0.6076898318281221,,2026-07-01 18:33:59.744060+00:00,"{'features': [6.7, 2.7, 5.0, 1.7]}"
1,0.9921085184446627,,2026-07-01 18:33:59.659446+00:00,"{'features': [7.6, 2.9, 4.0, 0.7]}"
2,0.591288617562702,,2026-07-01 18:33:59.575812+00:00,"{'features': [7.4, 2.8, 4.3, 1.9]}"
1,0.7856747439952468,,2026-07-01 18:33:59.491047+00:00,"{'features': [5.0, 3.1, 6.0, 0.3]}"
1,0.9594358464079934,,2026-07-01 18:33:59.389680+00:00,"{'features': [7.0, 3.2, 5.0, 0.9]}"
1,0.9894776322243316,,2026-07-01 18:33:59.303689+00:00,"{'features': [7.3, 2.2, 2.0, 1.3]}"
2,0.8767573117339024,,2026-07-01 18:33:59.218849+00:00,"{'features': [7.4, 2.0, 3.4, 2.4]}"
2,0.483079695355902,,2026-07-01 18:33:59.119823+00:00,"{'features': [5.1, 3.3, 6.4, 1.3]}"
